no. of analyses,Year,Lat oN,N,"""N",Long oE,E,"""E",Lat oN,Long oE,Min. Depth (mbls.),Max. Depth (mbls.),Depth_in_m,cells_per_g_or_mL,S.D. (cells/gram or cells/mL),Method,Method_Details,MethodCM,Portion_of_Biomass,T (oC),pH,Eh,Salinity (M),Ionic Strength (M),TOC or SOC  (ppm),DOC (ppm),NH4 or N (ppm),NO3 (ppm),porosity (%),,conductivity (m/sec),Biomass Correlation?,Most Abundance Isolates or Phyla,gas concentrations,Locality,Sample_Type,Sample_Type_Full,Rock_Type,rock color,Formation,Formation age,Citation,,rechargeFull,rechargeType,rechargeVolume,crustTypeFull,crustTypeCompleteInfo
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,8.2,4000,,SYBR Green I,,direct,total,-5.4,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,8.4,44000,,SYBR Green I,,direct,total,-5.4,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,8.6,9900,,SYBR Green I,,direct,total,-5.4,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,8.8,12000,,SYBR Green I,,direct,total,-5.4,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,9,9000,,SYBR Green I,,direct,total,-5.4,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,9.2,11000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,9.4,49000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,9.6,27000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,9.8,42000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,10,8000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,10.25,12000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,10.5,9200,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,10.75,6800,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,11,12000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,11.25,6600,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,11.45,11000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,11.65,9000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,11.85,10500,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,12.05,12000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,12.25,43000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,12.45,11000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,12.65,11000,,SYBR Green I,,direct,total,-5.3,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,12.85,15000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,13.05,9000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,13.25,12000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,13.45,10000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,13.65,7700,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,13.85,9500,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,14.05,5000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,14.25,5600,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,14.45,13000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,14.7,7300,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,14.95,16000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,15.15,11000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,15.35,10000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,15.55,5100,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,15.75,10000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,15.95,14000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,16.15,20000,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,16.35,9100,,SYBR Green I,,direct,total,-5.2,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,16.55,11000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,16.75,30000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,16.95,20000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,17.15,51000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,17.35,8000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,17.55,4700,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,17.75,18000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,17.95,21000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,18.15,19000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,18.35,9000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,18.55,23000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,18.75,28000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,18.95,8000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,19.15,4000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,19.35,8400,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,19.55,5200,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,19.75,55000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,20,12000,,SYBR Green I,,direct,total,-5.1,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,20.25,8000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,20.5,47000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,20.75,50000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,21,27000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,21.25,67000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,21.5,53000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,21.75,69000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,22,37000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,22.25,59000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,22.5,15000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,22.75,60000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,23,32000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,23.25,110000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,23.5,19000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,23.75,230000,,SYBR Green I,,direct,total,-5,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,24,31000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,24.25,73000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,24.5,87000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,24.75,41000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,25,47000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,25.25,33000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,25.5,10000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,25.75,39000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,26,19000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,26.25,100000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,26.5,51000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,26.75,73000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,27,79000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,27.25,36000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,27.5,120000,,SYBR Green I,,direct,total,-4.9,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,27.75,33000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,28,31000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,28.25,67000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,28.5,58000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,28.75,68000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,29,50000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,29.25,60000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,29.5,28000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,29.75,31000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,30,32000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,30.25,100000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
1,2008,33,34,37.8,91,10,35.3,33.5772,91.1765,,,30.45,21000,,SYBR Green I,,direct,total,-4.8,,,,,,,,,,,,,,,T,ice,core,ice,,Geladaindong ice core,Pleistocene,Yao et al. 2008,,shallow <100 mm/a,shallow,low,R2,orogen
